ITEM_ID,TITLE,TAGS,TIMESTAMP
702eaf93-4cf5-4f82-9c58-1e556105d172,Columbia University/BPI 2023 Bank Regulation Research Conference,Morningside,1682913600
a4a04215-1b86-4a8a-ad65-e49cd1180ebd,Making It Hard To Cheat (In-Person),Morningside,1682950200
8e849f7a-e78a-4c83-946b-405d305bbe02,"&ldquo;Rereading the Sciences Across Islamic Manuscript Cultures""",Online,1682956800
8e849f7a-e78a-4c83-946b-405d305bbe02,"&ldquo;Rereading the Sciences Across Islamic Manuscript Cultures""",Humanities,1682956800
8e849f7a-e78a-4c83-946b-405d305bbe02,"&ldquo;Rereading the Sciences Across Islamic Manuscript Cultures""",Graduate School of Arts and Sciences,1682956800
9e540368-8538-48ac-88ff-a9e9a0893124,Secular Stagnation Followed by Near-Miraculous Growth?,Social Sciences,1682956800
9e540368-8538-48ac-88ff-a9e9a0893124,Secular Stagnation Followed by Near-Miraculous Growth?,Morningside,1682956800
a5fd4cb7-8cee-49ba-b8f4-b27930094442,Ethics Grand Rounds,Humanities,1682956800
a5fd4cb7-8cee-49ba-b8f4-b27930094442,Ethics Grand Rounds,Graduate School of Arts and Sciences,1682956800
a5fd4cb7-8cee-49ba-b8f4-b27930094442,Ethics Grand Rounds,Online,1682956800
a5fd4cb7-8cee-49ba-b8f4-b27930094442,Ethics Grand Rounds,Social Sciences,1682956800
a5fd4cb7-8cee-49ba-b8f4-b27930094442,Ethics Grand Rounds,Seminar,1682956800
5cc5f533-5085-4d67-bea0-df1db7064f89,Guided Historical Tour,Morningside,1682957700
228ec127-3a57-4ed1-9fbd-cc7648737684,Student Roundtable and Lunch with Ana Unruh Cohen,International and Public Affairs,1682960400
228ec127-3a57-4ed1-9fbd-cc7648737684,Student Roundtable and Lunch with Ana Unruh Cohen,Morningside,1682960400
20e9dd46-d94f-423e-8080-cc73f851d94c,Mentoring to Support Graduate Student Mental Health,Online,1682964000
ada07e89-dac4-4ac7-bda8-6160dfdd1c67,Geochemistry Seminar Series | Lamont-Doherty Earth Observatory,Seminar,1682964000
ada07e89-dac4-4ac7-bda8-6160dfdd1c67,Geochemistry Seminar Series | Lamont-Doherty Earth Observatory,Graduate School of Arts and Sciences,1682964000
e8497b3d-c763-4e9e-9e19-39af8da7d221,"Tissue Talks: Rashid Bashir, University of Illinois at U-C",Online,1682967600
e8497b3d-c763-4e9e-9e19-39af8da7d221,"Tissue Talks: Rashid Bashir, University of Illinois at U-C",Seminar,1682967600
f3f201b4-3101-4339-ba1b-4c13249c342f,Carrying Fragile X,Online,1682973000
f3f201b4-3101-4339-ba1b-4c13249c342f,Carrying Fragile X,Humanities,1682973000
4a7b51d6-97b0-4109-b8eb-9ffb287d47da,March Narrative Medicine Rounds with Rachel Aviv,Online,1682978400
4a7b51d6-97b0-4109-b8eb-9ffb287d47da,March Narrative Medicine Rounds with Rachel Aviv,Humanities,1682978400
55e8adc8-3067-4473-b596-1595359b7a70,CGEP Celebrates Women's History Month,International and Public Affairs,1682978400
55e8adc8-3067-4473-b596-1595359b7a70,CGEP Celebrates Women's History Month,Morningside,1682978400
b34a620c-aadc-409c-ad9c-f3c2d0eedfc0,"Film Screening &amp; Discussion. ""Youth""",Humanities,1682980200
b34a620c-aadc-409c-ad9c-f3c2d0eedfc0,"Film Screening &amp; Discussion. ""Youth""",Morningside,1682980200
992bcf52-1b8d-450b-b021-89001631a6ea,Multi-Faith Fellowship,Morningside,1682982000
93153515-52ad-4882-97b5-ac8d3d9bb731,EE Seminar: Rescuing Data Center Processors,Seminar,1683039600
93153515-52ad-4882-97b5-ac8d3d9bb731,EE Seminar: Rescuing Data Center Processors,Morningside,1683039600
984f2f99-e53d-497a-9086-d9bddd85d77c,ME Seminar: Dr. Cynthia Hajal,Seminar,1683041400
984f2f99-e53d-497a-9086-d9bddd85d77c,ME Seminar: Dr. Cynthia Hajal,Morningside,1683041400
4d3e464c-8745-4423-90af-02f3d162b17d,Columbia Stem Cell Initiative Seminar Series with Lydia Finley,Seminar,1683041400
6084077a-9a68-4690-b966-5dd28c3486cb,Justice for Victims of Conflict-Related Sexual Violence in Ukraine,International and Public Affairs,1683043200
6084077a-9a68-4690-b966-5dd28c3486cb,Justice for Victims of Conflict-Related Sexual Violence in Ukraine,Morningside,1683043200
0998c867-46fb-4b28-a323-615c92c4b31f,The Fight for Climate Justice,Social Sciences,1683044100
0998c867-46fb-4b28-a323-615c92c4b31f,The Fight for Climate Justice,Morningside,1683044100
00d49692-14a5-4058-bf62-a987b646e677,Pizza with your Prof: The Fight for Climate Justice,Morningside,1683044100
ee385333-75b8-48ee-8d3d-c7d4f1806885,Open House: Undergraduate Human Rights Program,Social Sciences,1683047700
ee385333-75b8-48ee-8d3d-c7d4f1806885,Open House: Undergraduate Human Rights Program,International and Public Affairs,1683047700
ee385333-75b8-48ee-8d3d-c7d4f1806885,Open House: Undergraduate Human Rights Program,Morningside,1683047700
61b68c41-a830-429c-9b87-2f3d699d9547,"SEAS Colloquium in Climate Science with Haozhe He, Univ of Miami",Morningside,1683048600
d259b089-afae-43d2-8ed2-265a61ab382d,Virtual Naloxone Training - Open to all Columbia affiliates,Online,1683050400
26b91250-9cbc-4807-adc3-57e9c5424706,A Sneak Peek: Integrity at the CSSI,Online,1683052200
3400f718-0ca9-48cc-8919-ab15daa4ecde,Additive Audio Synthesis in Ableton and Max (Zoom),Arts,1683054000
3400f718-0ca9-48cc-8919-ab15daa4ecde,Additive Audio Synthesis in Ableton and Max (Zoom),Online,1683054000
f18516ee-2cc0-464a-a533-9f30cfb096ca,Negotiating Diversity in The European Public Space,International and Public Affairs,1683057600
f18516ee-2cc0-464a-a533-9f30cfb096ca,Negotiating Diversity in The European Public Space,Morningside,1683057600
e73a64b7-caa1-4dd7-adb4-f74d2b36dd8e,Biochemistry and Molecular Biophysics Seminar Series,Seminar,1683057600
03450bb6-f90c-4f7f-a77e-9ae1c6d49de7,Anima Baroque Ensemble &mdash; A Not-So-Platonic Symposium,Morningside,1683064800
3bfe7083-bd07-4d09-b23f-04a71b38af00,Yoga Class,Morningside,1683068400
be330ff8-770a-4d77-ad57-ba0622db5964,Composer Portraits: &Oslash;yvind Torvund,Arts,1683072000
be330ff8-770a-4d77-ad57-ba0622db5964,Composer Portraits: &Oslash;yvind Torvund,Morningside,1683072000
a114201a-cf43-4eb1-acf0-24a353dd93bf,The Constitution and Political Economy,Social Sciences,1683086400
a114201a-cf43-4eb1-acf0-24a353dd93bf,The Constitution and Political Economy,Morningside,1683086400
02aa242c-765c-4288-9fc3-32c025910780,ANCA-Vasculitis 2023,Online,1683089700
02aa242c-765c-4288-9fc3-32c025910780,ANCA-Vasculitis 2023,Seminar,1683089700
1848528b-5731-46f5-a9d7-c0b39343c550,Podcasting - Open Office Hours (in-person),Arts,1683124200
1848528b-5731-46f5-a9d7-c0b39343c550,Podcasting - Open Office Hours (in-person),Graduate School of Arts and Sciences,1683124200
1848528b-5731-46f5-a9d7-c0b39343c550,Podcasting - Open Office Hours (in-person),Morningside,1683124200
96e271c6-ffd5-41a0-b0f1-b299e91be62f,"Automobiles, Urban Business, and Industrialization in Mexico City",Social Sciences,1683126000
96e271c6-ffd5-41a0-b0f1-b299e91be62f,"Automobiles, Urban Business, and Industrialization in Mexico City",Humanities,1683126000
96e271c6-ffd5-41a0-b0f1-b299e91be62f,"Automobiles, Urban Business, and Industrialization in Mexico City",Graduate School of Arts and Sciences,1683126000
f91b3ab6-a909-4923-8d00-e29ffbbf473a,"BME Seminar: Vicki Colvin, Ph.D., Brown University",Online,1683126000
f91b3ab6-a909-4923-8d00-e29ffbbf473a,"BME Seminar: Vicki Colvin, Ph.D., Brown University",Seminar,1683126000
9f7c5329-e039-4aa5-bc31-c0dba4e707d4,Ocean &amp; Climate Seminar Series | Lamont-Doherty Earth Observatory,Seminar,1683126000
9f7c5329-e039-4aa5-bc31-c0dba4e707d4,Ocean &amp; Climate Seminar Series | Lamont-Doherty Earth Observatory,Graduate School of Arts and Sciences,1683126000
96d65b6a-517f-4a93-ac89-6c7f433c2279,Leveraging Human-Centered Design to Advance Implementation Science,Online,1683129600
96d65b6a-517f-4a93-ac89-6c7f433c2279,Leveraging Human-Centered Design to Advance Implementation Science,Seminar,1683129600
eb38027c-e1b5-4ad6-8322-1f3e0e60ac28,"Introduction to CTL Fellowships for Grad Students (LTF, TOF, TAF)",Morningside,1683129600
e753d3a1-75b7-45f6-9350-bbea42c28121,"&ldquo;Culturally-Minded Disaster Response,&rdquo; Virtual Discussion",Online,1683129600
1d2cf6db-3d77-4e03-9b31-2ffa344d5f6b,"""Villagers in the City"": Chinese Migrant Youth Amidst Urbanization",Online,1683129600
1d2cf6db-3d77-4e03-9b31-2ffa344d5f6b,"""Villagers in the City"": Chinese Migrant Youth Amidst Urbanization",Graduate School of Arts and Sciences,1683129600
1d2cf6db-3d77-4e03-9b31-2ffa344d5f6b,"""Villagers in the City"": Chinese Migrant Youth Amidst Urbanization",International and Public Affairs,1683129600
0cc639c8-7b57-453b-8297-b499aeedad40,"HRI Presents: Women, Conflict and International Humanitarian Law",International and Public Affairs,1683130200
0cc639c8-7b57-453b-8297-b499aeedad40,"HRI Presents: Women, Conflict and International Humanitarian Law",Morningside,1683130200
66c4e66a-9532-4a4d-9361-dc84064c0f4c,Peru: from perpetual crisis to tipping point?,Morningside,1683133200
60e75d07-d760-40b8-8eb5-0e008cfbbe76,CTLgrads Office Hours (for Graduate Students),Morningside,1683136800
a4e87913-c3cb-4aa4-9c08-75846a565a92,"Plasma Physics Colloquium with Amy Roma, Hogan Lovells",Morningside,1683140400
d082bc37-5e8c-4b3b-895b-483f9d1eee35,NIGHT OF IDEAS,Humanities,1683145800
